date,open,high,low,close,volume,is_trading_day
2016-12-06,47.32,47.32,47.32,47.32,3010,1
2016-12-07,50.62,50.62,50.62,50.62,30,1
2016-12-08,54.13,54.13,54.13,54.13,1000,1
2016-12-09,54.13,57.9,54.13,57.9,3010,1
2016-12-12,61.95,61.95,61.95,61.95,35690,1
2016-12-13,66.25,66.25,66.25,66.25,96830,1
2016-12-14,70.88,70.88,70.88,70.88,154380,1
2016-12-15,75.82,75.82,75.29,75.82,380050,1
2016-12-16,81.13,81.13,71.7,80.66,387520,1
2016-12-19,76.0,80.66,76.0,76.0,168190,1
2016-12-20,75.64,75.82,70.7,70.7,399710,1
2016-12-21,70.7,72.96,66.32,71.99,241750,1
2016-12-22,75.25,75.25,72.78,72.78,52460,1
2016-12-23,72.78,72.78,70.66,71.7,54810,1
2016-12-26,72.07,72.07,69.15,71.7,169870,1
2016-12-27,71.7,72.72,70.28,72.07,69880,1
2016-12-28,72.72,72.72,71.74,72.39,28530,1
2016-12-29,72.07,72.07,70.25,71.7,98560,1
2016-12-30,72.07,72.07,71.16,71.96,96740,1
2017-01-03,71.96,71.96,71.3,71.7,63170,1
2017-01-04,71.7,72.28,70.97,71.7,87490,1
2017-01-05,71.7,72.07,71.34,71.74,27170,1
2017-01-06,72.03,76.4,71.77,74.98,212390,1
2017-01-09,74.98,75.7,74.61,74.61,31390,1
2017-01-10,75.3,75.3,73.34,74.43,44540,1
2017-01-11,74.25,76.43,73.52,76.43,228480,1
2017-01-12,77.52,77.52,76.43,76.65,55290,1
2017-01-13,76.69,77.23,76.65,77.09,37670,1
2017-01-16,76.8,76.8,75.7,76.07,33890,1
2017-01-17,75.89,79.13,75.74,78.8,113760,1
2017-01-18,78.36,81.89,78.36,81.46,103480,1
2017-01-19,81.89,81.89,80.07,81.46,40040,1
2017-01-20,81.16,81.93,81.16,81.46,77940,1
2017-01-23,81.46,81.46,80.25,80.8,44360,1
2017-01-24,80.07,81.53,80.07,80.8,137100,1
2017-01-25,80.8,81.46,80.07,81.46,18800,1
2017-02-02,81.49,81.49,79.71,79.71,18560,1
2017-02-03,79.13,81.13,78.76,78.98,51700,1
2017-02-06,79.89,79.89,76.98,78.25,50070,1
2017-02-07,78.25,80.07,77.52,78.62,76580,1
2017-02-08,78.62,78.98,78.25,78.36,36350,1
2017-02-09,78.36,78.36,75.7,76.8,150070,1
2017-02-10,76.8,77.89,76.8,77.6,35880,1
2017-02-13,77.6,78.14,76.43,77.67,25240,1
2017-02-14,77.67,78.94,77.56,78.62,72220,1
2017-02-15,78.62,78.62,77.45,77.85,84300,1
2017-02-16,77.89,78.62,77.89,78.4,44230,1
2017-02-17,78.25,78.25,77.89,78.14,34430,1
2017-02-20,77.63,79.34,77.6,79.34,103930,1
2017-02-21,79.2,80.07,79.2,79.93,34930,1
2017-02-22,79.89,81.71,79.89,81.64,100360,1
2017-02-23,81.86,82.62,81.53,82.62,130020,1
2017-02-24,82.98,83.71,82.26,82.62,107840,1
2017-02-27,81.71,82.95,81.53,81.93,61270,1
2017-02-28,82.07,82.33,81.93,81.93,50720,1
2017-03-01,82.26,82.26,81.89,82.22,69440,1
2017-03-02,82.62,82.62,79.78,81.86,30250,1
2017-03-03,81.16,82.04,80.44,82.04,20670,1
2017-03-06,81.89,82.07,80.8,81.71,32990,1
2017-03-07,81.86,81.89,81.02,81.02,35720,1
2017-03-08,81.02,81.02,79.49,79.67,14120,1
2017-03-09,78.65,80.44,77.16,78.62,56450,1
2017-03-10,78.62,78.62,76.8,76.8,17550,1
2017-03-13,76.8,76.8,75.12,75.34,30560,1
2017-03-14,75.34,78.98,73.96,77.89,54260,1
2017-03-15,77.89,78.25,76.8,77.02,13250,1
2017-03-16,77.02,77.89,74.8,77.49,7450,1
2017-03-17,77.49,77.49,75.7,75.7,14250,1
2017-03-20,75.7,76.4,75.7,76.07,7670,1
2017-03-21,76.07,76.07,74.54,74.69,61100,1
2017-03-22,74.69,74.94,72.98,73.89,42630,1
2017-03-23,73.63,74.54,72.98,73.52,20840,1
2017-03-24,73.52,73.56,72.47,72.79,101770,1
2017-03-27,72.79,72.98,72.43,72.79,25830,1
2017-03-28,73.16,73.52,72.43,72.43,55080,1
2017-03-29,72.1,74.61,72.07,72.79,35850,1
2017-03-30,72.79,73.52,72.79,73.52,11700,1
2017-03-31,73.52,73.52,72.79,72.79,10830,1
2017-04-03,72.79,73.48,72.79,72.94,20480,1
2017-04-04,72.57,72.94,72.57,72.94,11070,1
2017-04-05,73.7,73.89,73.01,73.89,24480,1
2017-04-07,73.89,74.61,73.52,74.61,22080,1
2017-04-10,74.25,76.07,74.21,76.07,41220,1
2017-04-11,76.07,76.25,75.34,75.52,47920,1
2017-04-12,75.34,75.52,73.89,73.89,7830,1
2017-04-13,73.52,74.98,73.52,74.61,17760,1
2017-04-14,75.3,75.3,73.7,74.25,24610,1
2017-04-17,74.61,75.34,74.25,75.34,60990,1
2017-04-18,74.98,74.98,74.07,74.61,49600,1
2017-04-19,74.61,74.61,72.98,73.34,9950,1
2017-04-20,73.34,73.34,72.79,72.79,23910,1
2017-04-21,72.79,73.16,72.07,73.16,28730,1
2017-04-24,73.16,73.34,72.79,72.79,54940,1
2017-04-25,72.43,72.79,72.43,72.43,12720,1
2017-04-26,72.61,72.98,72.43,72.98,15380,1
2017-04-27,72.98,73.16,72.76,72.76,66200,1
2017-04-28,72.76,72.79,72.07,72.76,7590,1
2017-05-03,72.76,72.76,72.43,72.76,5880,1
2017-05-04,72.76,72.76,72.17,72.43,39290,1
2017-05-05,72.36,72.57,72.36,72.54,1140,1
2017-05-08,72.61,72.61,72.43,72.43,38090,1
2017-05-09,72.43,72.43,71.59,71.59,15040,1
2017-05-10,71.52,72.43,71.52,71.63,7830,1
2017-05-11,71.63,72.17,71.3,71.3,18710,1
2017-05-12,71.34,72.03,71.34,71.52,7380,1
2017-05-15,71.52,71.52,70.61,70.61,23710,1
2017-05-16,70.61,70.61,69.55,69.55,8650,1
2017-05-17,68.43,70.97,68.43,68.68,21820,1
2017-05-18,68.72,69.15,68.72,69.12,8860,1
2017-05-19,69.15,69.15,68.75,69.15,18730,1
2017-05-22,69.15,69.88,68.97,69.3,68360,1
2017-05-23,71.16,71.23,69.52,70.61,234300,1
2017-05-24,70.61,70.61,69.26,69.52,38050,1
2017-05-25,69.15,69.52,69.12,69.52,48990,1
2017-05-26,70.46,70.46,68.43,68.97,28150,1
2017-05-29,68.97,69.34,68.97,69.15,79770,1
2017-05-30,69.52,69.55,69.15,69.52,49970,1
2017-05-31,69.23,69.55,68.83,68.83,133970,1
2017-06-01,68.86,69.59,68.86,69.15,19790,1
2017-06-02,69.15,69.52,68.79,69.52,11640,1
2017-06-05,69.23,69.52,69.15,69.52,21070,1
2017-06-06,69.52,69.63,68.9,69.63,40210,1
2017-06-07,69.63,69.85,69.15,69.85,32930,1
2017-06-08,69.7,69.7,69.34,69.52,1840,1
2017-06-09,68.86,69.88,68.86,69.52,7830,1
2017-06-12,69.52,70.57,69.15,70.57,55930,1
2017-06-13,70.94,70.94,70.06,70.94,19500,1
2017-06-14,70.97,73.52,70.94,72.79,140190,1
2017-06-15,73.52,73.52,72.79,72.79,13680,1
2017-06-16,72.79,73.89,72.79,72.9,13430,1
2017-06-19,73.16,73.16,72.79,73.16,47210,1
2017-06-20,73.16,73.89,68.39,73.89,48670,1
2017-06-21,73.89,74.58,73.52,74.58,19620,1
2017-06-22,74.58,74.9,73.92,74.61,5890,1
2017-06-23,74.54,75.3,74.36,75.3,36240,1
2017-06-26,75.34,75.52,74.98,75.49,13630,1
2017-06-27,75.49,75.7,75.16,75.49,16400,1
2017-06-28,75.49,75.49,73.23,75.27,8280,1
2017-06-29,75.27,75.52,73.56,75.16,66380,1
2017-06-30,75.16,76.07,75.16,75.81,81400,1
2017-07-03,76.43,76.61,74.25,76.43,50930,1
2017-07-04,74.61,76.76,74.61,76.76,44930,1
2017-07-05,76.07,76.43,76.07,76.43,8580,1
2017-07-06,76.43,76.43,75.56,76.43,5360,1
2017-07-07,76.43,76.47,75.92,76.43,11440,1
2017-07-10,76.43,76.58,76.07,76.43,65040,1
2017-07-11,76.43,76.76,76.25,76.61,85430,1
2017-07-12,76.83,76.98,76.43,76.51,9580,1
2017-07-13,76.43,76.61,75.89,76.61,44270,1
2017-07-14,76.98,77.09,76.8,76.98,50680,1
2017-07-17,77.16,80.8,77.16,79.89,44950,1
2017-07-18,81.16,82.98,80.44,82.26,87890,1
2017-07-19,82.95,85.9,82.62,84.48,171600,1
2017-07-20,84.48,85.53,82.26,85.17,93230,1
2017-07-21,85.17,86.44,84.44,85.71,117590,1
2017-07-24,85.71,86.04,81.53,85.71,111440,1
2017-07-25,85.53,85.9,84.73,85.71,19390,1
2017-07-26,85.9,85.9,79.85,85.6,28870,1
2017-07-27,83.71,85.68,83.71,85.6,25440,1
2017-07-28,85.53,85.71,84.11,85.71,15600,1
2017-07-31,84.44,86.22,84.44,86.22,95520,1
2017-08-01,87.35,89.14,86.62,89.14,69450,1
2017-08-02,89.14,89.35,87.53,89.32,14340,1
2017-08-03,89.17,89.46,88.48,89.17,5910,1
2017-08-04,89.46,89.46,87.53,89.46,15550,1
2017-08-07,89.17,95.72,89.17,90.66,33620,1
2017-08-08,94.09,94.09,90.66,92.08,41220,1
2017-08-09,91.72,94.45,88.08,88.08,61800,1
2017-08-10,90.63,91.17,88.26,90.63,19570,1
2017-08-11,90.63,91.17,89.21,90.26,25140,1
2017-08-14,89.57,90.96,88.81,88.81,25970,1
2017-08-15,89.5,89.5,86.26,88.41,80350,1
2017-08-16,89.35,90.63,87.39,90.59,39460,1
2017-08-17,90.92,95.72,90.92,92.08,85640,1
2017-08-18,89.54,92.81,89.54,92.08,48040,1
2017-08-21,90.26,93.54,89.17,93.54,59480,1
2017-08-22,94.23,94.23,88.26,89.61,40100,1
2017-08-23,90.92,92.78,87.72,92.7,46130,1
2017-08-24,92.7,92.81,89.54,92.7,67660,1
2017-08-25,90.26,92.41,89.57,92.08,10060,1
2017-08-28,92.08,92.08,89.17,91.9,23900,1
2017-08-29,89.9,90.99,89.83,90.63,16570,1
2017-08-30,90.96,90.99,89.97,90.99,10860,1
2017-08-31,89.94,92.92,89.94,91.36,49740,1
2017-09-01,91.36,92.63,91.36,92.63,18680,1
2017-09-05,92.63,95.72,92.63,92.81,42560,1
2017-09-06,93.18,95.72,93.18,95.72,22460,1
2017-09-07,95.72,98.71,94.34,98.71,107880,1
2017-09-08,99.73,102.53,99.36,102.53,48020,1
2017-09-11,102.53,105.19,102.53,103.73,29280,1
2017-09-12,101.91,105.19,101.91,102.27,28500,1
2017-09-13,102.27,103.69,100.93,100.93,27310,1
2017-09-14,101.55,101.55,98.82,99.18,36910,1
2017-09-15,97.18,99.0,97.18,99.0,24350,1
2017-09-18,101.87,101.87,97.54,100.64,19100,1
2017-09-19,100.64,101.18,99.0,100.09,20580,1
2017-09-20,100.82,100.82,98.96,99.36,12860,1
2017-09-21,99.0,99.0,96.45,96.45,52660,1
2017-09-22,98.6,98.6,96.45,96.89,5950,1
2017-09-25,96.89,96.89,90.99,95.18,14620,1
2017-09-26,95.18,95.18,93.58,93.9,5600,1
2017-09-27,93.9,93.9,92.08,92.81,15050,1
2017-09-28,92.81,98.27,91.57,96.85,16960,1
2017-09-29,96.82,99.18,94.63,94.63,13640,1
2017-10-02,94.63,95.69,93.18,93.9,3580,1
2017-10-03,95.36,95.36,93.21,93.47,7330,1
2017-10-04,92.88,94.78,92.88,94.78,3250,1
2017-10-05,92.81,96.38,92.81,94.63,2220,1
2017-10-06,95.32,95.32,92.88,94.67,1920,1
2017-10-09,95.65,95.65,92.99,94.67,12300,1
2017-10-10,95.25,95.29,94.41,94.67,20900,1
2017-10-11,94.59,95.32,94.56,95.29,15300,1
2017-10-12,95.03,96.92,95.03,96.82,19470,1
2017-10-13,96.82,99.0,95.03,99.0,57150,1
2017-10-16,99.0,99.25,97.91,99.0,47420,1
2017-10-17,99.0,101.55,97.62,101.55,40630,1
2017-10-18,100.86,102.64,100.82,102.46,177700,1
2017-10-19,103.66,103.73,101.18,101.18,38990,1
2017-10-20,100.31,103.37,98.27,98.27,27530,1
2017-10-23,100.45,101.91,98.31,101.91,36380,1
2017-10-24,101.91,102.6,98.31,102.09,54670,1
2017-10-25,102.09,102.09,99.73,101.69,5720,1
2017-10-26,102.09,102.64,100.09,102.64,45560,1
2017-10-27,102.64,102.64,99.04,102.09,26460,1
2017-10-30,101.91,104.46,100.82,104.46,110150,1
2017-10-31,104.46,104.46,103.04,103.95,3060,1
2017-11-01,103.95,104.46,102.17,104.42,18930,1
2017-11-02,104.42,105.19,103.37,105.19,43940,1
2017-11-03,103.91,105.55,102.31,105.55,12150,1
2017-11-06,105.55,106.28,104.82,105.55,7770,1
2017-11-07,105.19,105.55,103.77,103.77,50470,1
2017-11-08,105.11,108.79,101.07,102.46,79920,1
2017-11-09,102.46,102.97,101.07,101.22,4680,1
2017-11-10,101.22,101.22,99.69,100.64,16650,1
2017-11-13,100.64,102.93,100.45,100.53,37370,1
2017-11-14,100.53,101.91,99.8,99.8,18400,1
2017-11-15,99.76,101.36,98.16,98.6,44210,1
2017-11-16,97.54,101.91,97.54,101.91,55060,1
2017-11-17,102.27,103.33,100.2,101.91,81030,1
2017-11-20,100.45,102.2,100.2,102.13,46050,1
2017-11-21,102.13,108.83,102.09,106.64,116870,1
2017-11-22,106.64,112.47,106.64,112.25,113570,1
2017-11-23,112.25,112.83,109.55,112.47,34940,1
2017-11-24,112.83,116.32,111.01,116.03,55290,1
2017-11-27,112.87,116.11,109.26,110.28,27840,1
2017-11-28,109.55,116.47,109.55,116.47,41090,1
2017-11-29,121.56,124.62,117.56,123.38,114970,1
2017-11-30,124.4,126.3,119.74,119.74,59880,1
2017-12-01,119.74,120.65,118.33,120.11,41490,1
2017-12-04,120.11,124.11,120.11,120.95,77450,1
2017-12-05,122.62,123.02,120.11,120.11,64960,1
2017-12-06,120.11,121.2,115.01,119.38,65890,1
2017-12-07,120.11,121.2,114.65,116.25,50120,1
2017-12-08,115.01,116.29,111.92,112.47,85860,1
2017-12-11,113.19,113.19,106.64,106.64,142910,1
2017-12-12,114.1,114.1,112.1,113.92,311160,1
2017-12-13,116.36,116.83,113.92,114.29,133180,1
2017-12-14,115.38,115.38,112.47,112.47,131480,1
2017-12-15,112.47,112.83,111.74,112.54,138480,1
2017-12-18,112.54,115.7,112.54,112.54,255930,1
2017-12-19,112.54,112.83,104.68,104.68,362340,1
2017-12-20,97.54,101.91,97.36,97.36,276270,1
2017-12-21,91.72,96.45,90.59,90.7,583060,1
2017-12-22,93.9,95.36,91.36,91.36,226780,1
2017-12-25,92.78,96.78,91.72,96.31,119540,1
2017-12-26,96.09,96.16,93.18,93.54,174190,1
2017-12-27,93.18,94.63,91.79,91.79,156790,1
2017-12-28,92.45,92.45,90.7,90.7,177330,1
2017-12-29,92.37,92.37,90.7,90.74,170350,1
2018-01-02,92.45,92.7,90.96,91.83,116190,1
2018-01-03,91.83,96.45,91.83,96.45,231500,1
2018-01-04,97.54,97.8,95.72,97.36,238800,1
2018-01-05,97.54,97.72,95.76,96.2,131870,1
2018-01-08,95.72,96.09,94.27,95.0,115690,1
2018-01-09,96.09,96.09,94.63,95.0,127130,1
2018-01-10,95.0,95.36,94.27,94.45,82190,1
2018-01-11,95.0,96.09,94.38,95.0,184000,1
2018-01-12,95.72,95.72,94.27,94.89,94390,1
2018-01-15,96.29,96.29,90.42,96.1,81970,1
2018-01-16,96.1,96.1,95.18,95.55,152440,1
2018-01-17,95.55,96.1,94.99,95.18,171960,1
2018-01-18,95.1,95.1,93.44,95.1,104920,1
2018-01-19,95.1,95.18,94.07,94.26,200930,1
2018-01-22,94.07,96.65,92.82,96.29,184370,1
2018-01-25,96.65,96.65,94.81,95.18,94990,1
2018-01-26,95.18,95.22,93.0,93.0,103010,1
2018-01-29,93.0,93.19,90.38,90.38,164600,1
2018-01-30,90.01,90.75,89.83,90.75,95220,1
2018-01-31,90.75,92.97,90.75,91.12,124310,1
2018-02-01,91.12,91.12,89.87,90.38,138000,1
2018-02-02,90.38,91.12,88.94,91.12,77900,1
2018-02-05,90.38,91.05,87.06,88.13,126340,1
2018-02-06,88.13,88.13,82.01,85.85,134250,1
2018-02-07,85.88,88.91,85.77,85.88,45750,1
2018-02-08,85.88,86.32,83.0,83.0,67480,1
2018-02-09,83.0,83.0,79.68,83.0,96300,1
2018-02-12,84.85,85.96,83.0,85.96,108810,1
2018-02-13,86.32,87.43,85.96,86.29,20870,1
2018-02-21,87.8,90.38,86.32,88.91,52050,1
2018-02-22,88.54,89.28,87.73,87.73,121670,1
2018-02-23,89.65,89.65,87.36,88.54,44180,1
2018-02-26,88.54,90.01,87.43,89.53,220820,1
2018-02-27,90.38,90.38,88.28,89.09,202240,1
2018-02-28,89.28,89.28,86.77,86.77,101780,1
2018-03-01,85.96,86.77,84.81,85.59,104990,1
2018-03-02,84.59,84.85,84.04,84.11,89080,1
2018-03-05,84.11,85.14,83.37,83.37,80570,1
2018-03-06,83.37,83.45,80.98,81.34,259600,1
2018-03-07,81.34,82.6,81.16,81.53,84500,1
2018-03-08,81.9,81.9,81.16,81.2,48500,1
2018-03-09,81.9,81.93,80.94,81.31,49770,1
2018-03-12,81.9,81.9,81.16,81.23,41840,1
2018-03-13,81.53,81.53,79.5,80.05,100580,1
2018-03-14,79.68,80.02,76.73,79.17,215240,1
2018-03-15,77.84,78.95,75.55,78.95,196320,1
2018-03-16,80.79,84.41,77.47,84.3,442820,1
2018-03-19,84.85,86.62,83.0,83.0,103660,1
2018-03-20,81.57,84.44,80.87,83.37,89610,1
2018-03-21,83.74,84.11,81.9,83.37,106190,1
2018-03-22,83.37,86.88,82.27,85.22,199230,1
2018-03-23,84.89,87.43,83.41,86.84,162010,1
2018-03-26,86.32,90.38,86.32,90.09,174720,1
