date,open,high,low,close,volume,is_trading_day
2014-03-04,29.71,29.71,29.71,29.71,500,1
2014-03-05,29.71,29.71,29.71,29.71,300,1
2014-03-11,29.71,29.71,29.71,29.71,200,1
2014-04-04,29.71,29.71,29.71,29.71,1800,1
2014-04-07,29.71,29.71,29.71,29.71,500,1
2014-09-22,32.09,32.09,29.12,29.12,3000,1
2014-09-25,33.84,33.84,33.84,33.84,500,1
2014-09-26,34.02,34.02,34.02,34.02,100,1
2014-09-29,37.39,37.39,37.39,34.02,100,1
2014-09-30,41.12,41.12,41.12,41.12,100,1
2014-10-01,45.2,45.2,45.2,45.2,200,1
2014-10-02,49.69,49.69,49.69,49.69,500,1
2014-10-03,54.64,54.64,54.64,54.64,300,1
2014-10-06,59.99,60.05,59.99,60.05,400,1
2014-10-07,66.05,66.05,66.05,66.05,600,1
2014-10-08,72.63,72.63,72.63,72.63,600,1
2014-10-09,79.86,79.86,79.86,79.86,100,1
2014-10-10,87.84,87.84,87.84,87.84,400,1
2014-10-14,96.57,96.57,96.57,96.57,100,1
2014-10-15,106.19,106.19,106.19,106.19,100,1
2014-10-16,116.79,116.79,116.79,116.79,100,1
2014-10-17,128.14,128.44,128.14,128.44,600,1
2014-10-20,141.19,141.19,141.19,141.19,100,1
2014-10-24,141.19,141.19,141.19,141.19,1,1
2014-10-31,141.19,141.19,141.19,141.19,1,1
2014-11-03,127.1,140.38,127.1,140.38,400,1
2014-11-04,130.42,130.42,130.42,130.42,200,1
2014-11-05,117.66,117.66,117.66,117.66,100,1
2014-11-06,105.89,105.89,105.89,105.89,100,1
2014-11-12,95.35,95.35,95.35,95.35,100,1
2014-11-13,85.86,85.86,85.86,85.86,100,1
2014-11-14,77.29,77.29,77.29,77.29,100,1
2014-11-17,69.9,69.9,69.9,69.9,100,1
2014-11-18,62.91,62.91,62.91,62.91,200,1
2014-11-19,56.62,56.62,56.62,56.62,100,1
2014-11-25,50.97,50.97,50.97,50.97,100,1
2014-11-26,45.9,45.9,45.9,45.9,300,1
2014-12-04,41.36,41.36,41.36,41.36,100,1
2014-12-05,37.28,37.28,37.28,37.28,100,1
2014-12-08,33.55,33.55,33.55,33.55,100,1
2014-12-09,30.35,30.35,30.35,30.35,100,1
2014-12-10,30.06,30.06,30.06,30.06,100,1
