model,top_k,rebalance_every,hold_k,min_score,total_net_return,annualized_sharpe,max_drawdown,mean_daily_net_return,average_turnover,total_trading_cost,positive_day_ratio
stock_mamba_hybrid,5,1,0,,0.5637840397480136,1.665192155339687,-0.1951087833134385,0.0017356970988904193,1.4064286285213061,0.5907000239789486,0.5428571428571428
transformer,5,1,0,,0.040232851762632915,0.2677190901975138,-0.2729452302836629,0.0002735796647545483,1.1421429050820215,0.47970002013444907,0.525
lstm,5,1,0,,0.9452680336380477,1.956108618672286,-0.19627462307196153,0.002603557871298731,0.6578571593122823,0.2763000069111586,0.5892857142857143
original_mamba_bgnn_full,5,1,0,,-0.1156310143635364,-0.2410956591137453,-0.27828126348616256,-0.0002742620011450658,0.8107143114720072,0.34050001081824305,0.5464285714285714
